;774;4881;LABORATORIO Y ENSAYOS ELECTROMECANICOS II;7;;
;774;4882;PRACTICAS PROFESIONALIZANTES II;;;
;776;4872;MARCO JURIDICO;9;;
;776;4873;GESTION DE LOS PROCESOS PRODUCTIVOS;7;;
;776;4874;EDUCACION FISICA;8;;
;776;4875;LENGUA EXTRANJERA INGLES TECNICO;9;;
;776;4876;MODELIZACION DE SISTEMAS ELECTROMECANICOS;7;;
;776;4877;DISEÑO Y MANTENIMIENTO DE INSTALACIONES Y EQUIPOS MECANICOS;7;;
;776;4878;DISEÑO Y MANTENIMIENTO DE INSTALACIONES Y EQUIPOS ELECTRICOS-ELECTRONICOS;8;;
;776;4879;PROYECTO ELECTROMECANICO;8;;
;776;4880;AUTOMATIZACON Y CONTROL;7;;
;776;4881;LABORATORIO Y ENSAYOS ELECTROMECANICOS II;8;;
;776;4882;PRACTICAS PROFESIONALIZANTES II;;;
;783;4883;MARCO JURIDICO;;;
;783;4884;GESTION DE LOS PROCESOS PRODUCTIVOS;;;
;783;4885;EDUCACION FISICA;;;
;783;4886;LENGUA EXTRANJERA INGLES TECNICO;;;
;783;4887;PROYECTO Y DISEÑO  ELECTRONICO;;;
;783;4888;SISTEMAS DE ELECTRONICA DE POTENCIA;;;
;783;4889;SISTEMAS DE ELECTRONICA INDUSTRIAL;;;
;783;4890;SISTEMAS DE ELECTRONICA DE CONTROL;;;
;783;4891;SISTEMAS DE COMUNICACIONES II;;;
;783;4892;DISEÑO Y CONSTRUCCION DE PROTOTIPOS ELECTRONICOS DIGITALES II;;;
;783;4893;PRACTICAS PROFESIONALIZANTES II;;;
;791;4883;MARCO JURIDICO;;;
;791;4884;GESTION DE LOS PROCESOS PRODUCTIVOS;;;
;791;4885;EDUCACION FISICA;;;
;791;4886;LENGUA EXTRANJERA INGLES TECNICO;;;
;791;4887;PROYECTO Y DISEÑO  ELECTRONICO;;;
;791;4888;SISTEMAS DE ELECTRONICA DE POTENCIA;;;
;791;4889;SISTEMAS DE ELECTRONICA INDUSTRIAL;;;
;791;4890;SISTEMAS DE ELECTRONICA DE CONTROL;;;
;791;4891;SISTEMAS DE COMUNICACIONES II;;;
;791;4892;DISEÑO Y CONSTRUCCION DE PROTOTIPOS ELECTRONICOS DIGITALES II;;;
;791;4893;PRACTICAS PROFESIONALIZANTES II;;;
;795;4848;MANTENIMIENTO, CONVERSION Y REPARACION DE SOFTWARE;;;
;795;4849;MANTENIMIENTO Y MANEJOS DE DATOS;;;
;795;4850;GESTION Y COMERCIALIZACION DE SERVICIOS INFORMATICOS;;;
;795;4851;MARCO JURIDICO;;;
;795;4852;GESTION DE LOS PROCESOS PRODUCTIVOS;;;
;795;4853;ESTADISTICA;;;
;795;4854;PROGRAMACION APLICADA;;;
;795;4855;DISEÑO DE APLICACIONES INFORMATICAS II;;;
;795;4856;LABORATORIO DE HARDWARE;;;
;795;4857;LABORATORIO DE SOFTWARE;;;
;795;4858;PRACTICAS PROFESIONALIZANTES;;;
;795;4859;EDUCACION FISICA;;;
